Date,Product,Category,Region,Sales,Profit
07-06-2024,Sneakers,Fashion,West,1210,179
07-02-2024,Smartwatch,Electronics,North,44710,2934
14-02-2024,Shoes,Fashion,East,6195,971
09-03-2024,Shoes,Fashion,East,32834,2392
25-01-2024,Laptop,Electronics,East,11148,1653
06-06-2024,Headphones,Electronics,South,11554,1126
21-03-2024,Laptop,Electronics,West,56575,6571
25-05-2024,Watch,Accessories,West,46889,4076
15-01-2024,Tablet,Electronics,North,51740,8929
20-03-2024,Sneakers,Fashion,North,46398,7094
24-05-2024,Phone,Electronics,West,29458,4044
19-05-2024,Headphones,Electronics,South,3106,386
22-03-2024,Watch,Accessories,East,45517,2828
08-03-2024,Tablet,Electronics,West,22467,1886
04-02-2024,Phone,Electronics,North,8541,1124
29-03-2024,Headphones,Electronics,East,10136,1045
15-02-2024,Phone,Electronics,West,13086,1823
01-03-2024,Headphones,Electronics,North,4188,733
09-04-2024,Headphones,Electronics,North,47531,7966
16-02-2024,Laptop,Electronics,North,51906,9000
27-05-2024,Headphones,Electronics,South,13799,1552
26-04-2024,Laptop,Electronics,West,7889,1545
22-03-2024,T-shirt,Fashion,East,6491,1297
07-02-2024,Laptop,Electronics,East,14121,2224
31-01-2024,Tablet,Electronics,West,4450,743
12-05-2024,T-shirt,Fashion,East,32467,6359
23-01-2024,Belt,Accessories,West,20098,3588
03-06-2024,Sneakers,Fashion,South,32641,5332
14-05-2024,Belt,Accessories,West,21824,3982
04-06-2024,Tablet,Electronics,South,32179,1912
21-04-2024,Smartwatch,Electronics,East,50962,7539
20-04-2024,Camera,Electronics,North,2847,169
06-01-2024,Tablet,Electronics,North,1053,85
28-05-2024,Watch,Accessories,West,1472,172
10-06-2024,Sneakers,Fashion,South,37253,5152
29-04-2024,T-shirt,Fashion,West,32908,5944
16-01-2024,Phone,Electronics,North,27818,3963
09-01-2024,Shoes,Fashion,West,19053,1250
20-03-2024,T-shirt,Fashion,West,32645,4764
23-06-2024,Smartwatch,Electronics,North,59039,8433
12-05-2024,Camera,Electronics,South,29043,4112
14-03-2024,Smartwatch,Electronics,South,57422,6485
13-05-2024,Sneakers,Fashion,South,30840,4740
22-03-2024,T-shirt,Fashion,West,49688,7279
18-03-2024,T-shirt,Fashion,West,48480,5229
02-03-2024,Phone,Electronics,East,22159,3471
06-05-2024,Camera,Electronics,West,57679,4878
26-04-2024,Belt,Accessories,East,37535,5281
04-04-2024,Bag,Accessories,West,25350,1832
20-05-2024,Belt,Accessories,North,19708,3051
09-01-2024,Camera,Electronics,South,52396,5604
16-05-2024,Shoes,Fashion,East,1404,139
06-02-2024,Smartwatch,Electronics,North,43530,3407
24-05-2024,Tablet,Electronics,West,52343,9066
09-01-2024,Sneakers,Fashion,North,4035,597
20-03-2024,Shoes,Fashion,North,34850,5607
23-06-2024,Shoes,Fashion,East,45008,4120
25-04-2024,Headphones,Electronics,East,24232,1375
17-03-2024,Shoes,Fashion,West,17445,1226
24-04-2024,Camera,Electronics,East,23483,3215
16-04-2024,Tablet,Electronics,North,21669,4118
29-03-2024,Watch,Accessories,North,27030,3499
20-04-2024,Sneakers,Fashion,East,56654,10234
21-01-2024,Tablet,Electronics,East,21887,1160
27-05-2024,Bag,Accessories,North,49185,7346
19-06-2024,Belt,Accessories,South,57449,3662
22-06-2024,Sneakers,Fashion,South,50841,3291
09-01-2024,Watch,Accessories,East,45787,2332
24-01-2024,Watch,Accessories,South,42342,5107
21-03-2024,Laptop,Electronics,East,31820,3926
06-03-2024,Headphones,Electronics,North,16491,1769
14-04-2024,Laptop,Electronics,West,52581,3325
01-03-2024,Watch,Accessories,North,2739,443
07-03-2024,Sneakers,Fashion,West,4347,322
31-03-2024,Belt,Accessories,South,24185,1647
26-06-2024,Camera,Electronics,West,15121,912
03-04-2024,Phone,Electronics,South,5154,558
09-02-2024,Tablet,Electronics,South,20505,3781
19-03-2024,Smartwatch,Electronics,West,30692,3121
27-04-2024,Tablet,Electronics,West,52253,8830
03-02-2024,Phone,Electronics,East,40109,4051
04-04-2024,Tablet,Electronics,South,39942,6333
16-06-2024,T-shirt,Fashion,South,11248,2104
11-02-2024,Phone,Electronics,West,48636,4476
22-03-2024,Laptop,Electronics,South,19671,2792
09-01-2024,T-shirt,Fashion,West,58719,7204
11-01-2024,Smartwatch,Electronics,North,42407,5346
03-02-2024,Laptop,Electronics,South,58483,11302
15-05-2024,Phone,Electronics,West,59208,3958
07-05-2024,T-shirt,Fashion,North,12467,2192
23-04-2024,Bag,Accessories,West,3653,190
03-05-2024,Laptop,Electronics,East,46334,4269
09-03-2024,T-shirt,Fashion,West,10025,1381
25-02-2024,Camera,Electronics,South,35386,6233
31-03-2024,Bag,Accessories,West,36485,6750
20-03-2024,Smartwatch,Electronics,West,42323,4627
12-06-2024,Sneakers,Fashion,North,3024,241
10-01-2024,Belt,Accessories,South,38366,5407
23-06-2024,Camera,Electronics,South,53586,3444
01-06-2024,Tablet,Electronics,South,30107,1797
16-05-2024,Phone,Electronics,North,17490,2687
17-02-2024,Sneakers,Fashion,West,19042,1653
23-06-2024,T-shirt,Fashion,North,49780,8057
12-04-2024,Sneakers,Fashion,North,14822,1594
23-05-2024,Camera,Electronics,East,55822,9228
27-04-2024,Sneakers,Fashion,South,24501,3391
03-05-2024,Laptop,Electronics,South,21624,2809
08-05-2024,T-shirt,Fashion,East,54976,4738
08-01-2024,Tablet,Electronics,East,47587,5390
07-04-2024,Phone,Electronics,West,31773,5111
03-02-2024,T-shirt,Fashion,West,18988,2842
19-06-2024,Laptop,Electronics,West,15083,2505
14-04-2024,Phone,Electronics,West,9678,951
17-02-2024,Belt,Accessories,South,20461,1743
01-01-2024,Phone,Electronics,West,18112,2110
05-03-2024,Belt,Accessories,South,39430,5873
01-03-2024,Camera,Electronics,East,28061,5115
28-06-2024,Smartwatch,Electronics,North,32342,5695
12-04-2024,Tablet,Electronics,East,3726,519
26-01-2024,Sneakers,Fashion,East,52741,9227
14-05-2024,Bag,Accessories,East,52787,4772
05-04-2024,Belt,Accessories,East,47551,8366
03-02-2024,T-shirt,Fashion,North,32384,2708
06-02-2024,Shoes,Fashion,East,48208,4173
09-05-2024,T-shirt,Fashion,North,53166,10374
17-06-2024,Belt,Accessories,North,53839,9740
07-01-2024,T-shirt,Fashion,North,20621,2502
22-06-2024,Phone,Electronics,West,38089,3726
05-02-2024,Shoes,Fashion,East,36438,2947
15-06-2024,Smartwatch,Electronics,East,26505,2384
04-04-2024,Camera,Electronics,South,17096,2269
02-04-2024,T-shirt,Fashion,East,15449,804
23-05-2024,Bag,Accessories,West,4075,300
20-06-2024,Sneakers,Fashion,North,28323,3868
09-06-2024,Belt,Accessories,East,24588,3962
04-06-2024,Laptop,Electronics,North,28213,3757
25-02-2024,Bag,Accessories,South,59375,3550
26-06-2024,Tablet,Electronics,East,18858,1854
25-06-2024,Shoes,Fashion,South,16569,2610
23-06-2024,Tablet,Electronics,West,19936,2710
05-06-2024,Phone,Electronics,North,57333,7446
06-03-2024,Camera,Electronics,South,43661,4617
12-01-2024,Watch,Accessories,South,12633,2492
17-02-2024,Camera,Electronics,East,37465,5287
23-01-2024,Tablet,Electronics,West,51031,5274
30-05-2024,Bag,Accessories,North,10085,1970
15-03-2024,Phone,Electronics,South,33186,6169
26-02-2024,Laptop,Electronics,West,20543,1269
27-03-2024,Laptop,Electronics,South,3241,425
02-01-2024,Camera,Electronics,West,59134,6864
27-04-2024,Headphones,Electronics,East,42841,8342
23-06-2024,Laptop,Electronics,South,35328,2531
28-05-2024,Belt,Accessories,North,9706,893
09-06-2024,Laptop,Electronics,East,56567,9680
15-05-2024,Belt,Accessories,West,46293,3765
22-05-2024,Shoes,Fashion,North,5290,883
11-03-2024,T-shirt,Fashion,North,37064,4261
29-04-2024,Watch,Accessories,North,51668,3460
21-03-2024,Laptop,Electronics,East,10827,1654
11-06-2024,Phone,Electronics,South,31238,4748
10-05-2024,Sneakers,Fashion,West,16472,1215
08-05-2024,Camera,Electronics,South,1050,160
24-02-2024,Camera,Electronics,West,49681,8417
02-03-2024,Sneakers,Fashion,South,18479,2112
24-01-2024,T-shirt,Fashion,East,10481,632
19-02-2024,Laptop,Electronics,North,44502,8340
27-04-2024,Shoes,Fashion,North,50396,8409
22-05-2024,Belt,Accessories,South,15766,2222
05-03-2024,Sneakers,Fashion,South,27417,5132
21-03-2024,Tablet,Electronics,West,2563,372
11-04-2024,Laptop,Electronics,South,48737,8639
18-04-2024,Smartwatch,Electronics,South,14101,1110
13-03-2024,Tablet,Electronics,East,33288,5284
11-06-2024,Belt,Accessories,North,14819,947
07-05-2024,Phone,Electronics,West,24781,2638
19-01-2024,Belt,Accessories,West,15129,1475
13-04-2024,Watch,Accessories,West,19621,1653
20-06-2024,Headphones,Electronics,North,58647,11586
08-05-2024,Bag,Accessories,North,19134,2497
01-01-2024,Belt,Accessories,East,28469,1987
22-03-2024,Watch,Accessories,West,41463,5973
24-01-2024,Belt,Accessories,South,31954,5189
21-04-2024,Belt,Accessories,East,10587,670
24-04-2024,Camera,Electronics,West,40964,7172
29-03-2024,Sneakers,Fashion,South,28377,4254
27-02-2024,Bag,Accessories,South,53537,10058
07-01-2024,Shoes,Fashion,South,13006,1290
18-04-2024,Belt,Accessories,South,28036,2312
12-02-2024,Shoes,Fashion,North,34363,4693
09-04-2024,Watch,Accessories,East,4574,891
14-03-2024,Tablet,Electronics,East,25605,4910
13-02-2024,T-shirt,Fashion,West,27239,4257
31-03-2024,Belt,Accessories,West,49302,7519
04-05-2024,T-shirt,Fashion,South,21014,3074
26-05-2024,Camera,Electronics,South,46340,2700
07-02-2024,Headphones,Electronics,North,58066,9520
22-02-2024,Phone,Electronics,East,1859,241
12-05-2024,Phone,Electronics,West,44081,2561
31-03-2024,Smartwatch,Electronics,East,45478,5814
29-05-2024,T-shirt,Fashion,West,34201,2009
12-05-2024,Sneakers,Fashion,South,12228,932
11-02-2024,Tablet,Electronics,West,14147,2015
06-02-2024,Phone,Electronics,North,20562,2884
13-01-2024,Shoes,Fashion,North,28627,4579
21-02-2024,Laptop,Electronics,East,3052,224
19-01-2024,Sneakers,Fashion,North,12238,1178
14-05-2024,Camera,Electronics,West,37454,6507
02-05-2024,Camera,Electronics,South,16343,1466
08-05-2024,Headphones,Electronics,East,48749,6514
29-01-2024,Headphones,Electronics,East,24860,3940
06-03-2024,Camera,Electronics,West,30910,5296
26-01-2024,Tablet,Electronics,West,9517,1353
22-05-2024,Shoes,Fashion,South,6109,834
02-03-2024,Laptop,Electronics,South,56748,4451
30-05-2024,Smartwatch,Electronics,South,4302,291
11-02-2024,Headphones,Electronics,North,57879,7517
12-01-2024,Smartwatch,Electronics,North,14321,1678
07-03-2024,Shoes,Fashion,South,28120,2643
26-02-2024,Laptop,Electronics,North,14640,1673
26-04-2024,Smartwatch,Electronics,East,42367,5911
29-01-2024,Shoes,Fashion,East,25424,2135
29-02-2024,Watch,Accessories,North,18918,1073
12-01-2024,Laptop,Electronics,North,46374,6155
17-01-2024,Bag,Accessories,West,50746,10044
20-02-2024,Shoes,Fashion,West,24582,2997
18-04-2024,Smartwatch,Electronics,South,10785,2141
29-04-2024,Belt,Accessories,North,34693,5630
15-03-2024,Belt,Accessories,South,36989,5437
13-05-2024,Laptop,Electronics,West,37063,2337
28-03-2024,Sneakers,Fashion,North,17976,3025
07-03-2024,T-shirt,Fashion,South,53107,7010
29-04-2024,Bag,Accessories,West,36371,7043
11-06-2024,T-shirt,Fashion,West,36141,1836
02-04-2024,Laptop,Electronics,East,43304,3783
11-01-2024,Tablet,Electronics,South,15195,2048
30-01-2024,T-shirt,Fashion,North,39592,3951
07-04-2024,Watch,Accessories,East,32674,2529
28-04-2024,Smartwatch,Electronics,East,32654,6152
24-01-2024,Sneakers,Fashion,North,49228,9189
06-05-2024,Sneakers,Fashion,North,53582,9405
12-01-2024,Watch,Accessories,South,55845,7336
16-05-2024,Smartwatch,Electronics,East,59301,10387
05-05-2024,Watch,Accessories,East,6156,779
21-04-2024,Camera,Electronics,South,39325,4498
07-06-2024,Smartwatch,Electronics,West,23493,2990
12-06-2024,T-shirt,Fashion,East,49569,4789
12-03-2024,Phone,Electronics,West,5469,1023
17-02-2024,Smartwatch,Electronics,East,11471,2154
28-06-2024,Tablet,Electronics,South,44837,8454
06-06-2024,Watch,Accessories,East,35291,3799
13-04-2024,Bag,Accessories,South,28681,4985
12-04-2024,Sneakers,Fashion,East,39491,2708
03-05-2024,Laptop,Electronics,North,45437,5136
03-05-2024,Watch,Accessories,South,9834,515
01-01-2024,Smartwatch,Electronics,West,33049,4425
11-02-2024,Laptop,Electronics,West,29462,3980
29-06-2024,Tablet,Electronics,South,45078,4589
01-06-2024,T-shirt,Fashion,South,48523,7922
01-06-2024,T-shirt,Fashion,North,12079,2031
08-05-2024,Bag,Accessories,South,48667,3620
29-01-2024,Camera,Electronics,East,23324,1661
22-06-2024,Camera,Electronics,East,42795,6117
21-06-2024,Belt,Accessories,West,34903,4011
21-02-2024,Laptop,Electronics,North,25733,3528
04-03-2024,Tablet,Electronics,West,6097,985
27-04-2024,Bag,Accessories,South,34408,4600
01-04-2024,Camera,Electronics,North,17031,3226
02-04-2024,Camera,Electronics,South,4475,247
25-06-2024,Sneakers,Fashion,East,48500,8095
18-04-2024,Watch,Accessories,North,34369,3463
13-02-2024,Phone,Electronics,South,15274,2515
01-05-2024,T-shirt,Fashion,West,47455,3879
12-05-2024,Smartwatch,Electronics,South,36363,3635
16-03-2024,Phone,Electronics,West,46405,2347
07-02-2024,Smartwatch,Electronics,South,33449,3413
28-04-2024,Laptop,Electronics,South,30732,4334
09-03-2024,Shoes,Fashion,North,27843,2137
15-06-2024,Headphones,Electronics,South,15183,2905
29-04-2024,Watch,Accessories,North,56977,4473
19-06-2024,Phone,Electronics,West,2695,218
08-03-2024,Headphones,Electronics,South,16200,1989
23-04-2024,Phone,Electronics,North,32201,2786
15-02-2024,Sneakers,Fashion,West,45356,2389
08-02-2024,T-shirt,Fashion,North,33875,3715
26-06-2024,Camera,Electronics,South,45923,5298
11-05-2024,T-shirt,Fashion,South,42592,7600
04-02-2024,Smartwatch,Electronics,East,55082,4016
09-02-2024,Watch,Accessories,North,8782,1347
17-02-2024,Laptop,Electronics,East,31392,4467
27-02-2024,Laptop,Electronics,West,36528,2327
16-05-2024,Phone,Electronics,North,8473,942
18-05-2024,Phone,Electronics,South,45998,3972
20-04-2024,Bag,Accessories,West,46484,6149
29-05-2024,Phone,Electronics,North,16012,3010
22-01-2024,Phone,Electronics,West,9435,603
08-02-2024,Smartwatch,Electronics,South,12535,1194
08-04-2024,Headphones,Electronics,East,26202,4412
06-02-2024,Belt,Accessories,West,35819,7099
03-02-2024,Camera,Electronics,North,6842,724
15-03-2024,Shoes,Fashion,East,3467,588
20-05-2024,Watch,Accessories,East,34020,6348
19-02-2024,T-shirt,Fashion,West,6376,531
27-03-2024,Bag,Accessories,South,52618,5187
11-03-2024,Sneakers,Fashion,South,39726,3626
10-02-2024,Watch,Accessories,East,13826,1267
26-06-2024,Sneakers,Fashion,North,12580,2417
20-04-2024,Belt,Accessories,East,34416,3801
18-04-2024,Watch,Accessories,South,44099,5950
17-03-2024,Watch,Accessories,East,28051,3603
16-06-2024,Belt,Accessories,North,32411,5646
22-04-2024,Sneakers,Fashion,West,43915,6314
14-04-2024,Tablet,Electronics,East,16731,2160
29-05-2024,Smartwatch,Electronics,West,10861,1376
14-03-2024,Tablet,Electronics,North,3341,532
18-01-2024,Shoes,Fashion,West,41454,7826
28-06-2024,Headphones,Electronics,West,23766,4438
19-01-2024,Bag,Accessories,North,20676,1168
11-03-2024,Camera,Electronics,North,29267,2954
27-02-2024,Smartwatch,Electronics,South,53447,10274
19-06-2024,Watch,Accessories,West,50202,7160
09-04-2024,Belt,Accessories,North,46769,4188
23-03-2024,Sneakers,Fashion,East,52519,3371
23-06-2024,Phone,Electronics,North,36356,6162
05-03-2024,Belt,Accessories,East,31190,1810
26-05-2024,Sneakers,Fashion,West,10168,1289
26-06-2024,Watch,Accessories,North,19417,3294
10-05-2024,Laptop,Electronics,East,16251,2890
01-06-2024,Belt,Accessories,East,14979,2557
28-02-2024,Camera,Electronics,South,25897,3995
28-04-2024,Sneakers,Fashion,East,41098,3506
29-03-2024,Headphones,Electronics,East,26069,4703
24-05-2024,Headphones,Electronics,South,32204,2137
12-05-2024,Shoes,Fashion,East,7791,599
20-02-2024,Smartwatch,Electronics,North,37043,3144
11-01-2024,Camera,Electronics,North,59552,9754
11-02-2024,Camera,Electronics,West,21103,1820
22-05-2024,Sneakers,Fashion,North,35844,5383
22-04-2024,Tablet,Electronics,South,20005,1535
11-04-2024,Tablet,Electronics,South,22392,2105
21-01-2024,Laptop,Electronics,North,40236,5415
18-06-2024,T-shirt,Fashion,East,49092,4283
23-04-2024,Tablet,Electronics,South,19505,2463
27-04-2024,Smartwatch,Electronics,East,24322,4588
07-02-2024,Tablet,Electronics,East,48798,4635
21-03-2024,Watch,Accessories,South,29723,4487
22-02-2024,Belt,Accessories,West,41694,2932
29-05-2024,Laptop,Electronics,East,6361,1254
15-05-2024,Shoes,Fashion,North,32230,3361
23-02-2024,Laptop,Electronics,West,10541,879
03-01-2024,Belt,Accessories,West,26553,4225
13-01-2024,Watch,Accessories,South,40263,7512
10-02-2024,Laptop,Electronics,North,37159,5593
12-04-2024,Bag,Accessories,East,59157,10961
28-01-2024,Headphones,Electronics,North,53665,3535
29-02-2024,Shoes,Fashion,South,36329,4305
23-05-2024,Bag,Accessories,North,36323,2807
11-02-2024,Phone,Electronics,West,38993,5788
21-03-2024,Tablet,Electronics,West,45463,3524
10-05-2024,Sneakers,Fashion,South,8756,1001
03-02-2024,Laptop,Electronics,East,7392,838
23-04-2024,Smartwatch,Electronics,West,32579,2406
26-06-2024,Watch,Accessories,North,1521,129
29-06-2024,Camera,Electronics,North,45042,4594
14-05-2024,Bag,Accessories,East,34873,6249
16-04-2024,Sneakers,Fashion,North,40445,7735
13-05-2024,Sneakers,Fashion,East,2778,293
28-01-2024,Sneakers,Fashion,East,58374,7533
20-06-2024,Phone,Electronics,West,41164,3755
04-03-2024,Watch,Accessories,East,44609,3209
28-03-2024,Shoes,Fashion,East,29266,4879
02-01-2024,Tablet,Electronics,East,49365,9342
13-04-2024,Camera,Electronics,West,11764,925
03-03-2024,Phone,Electronics,West,9867,863
27-02-2024,Sneakers,Fashion,South,39335,7116
17-06-2024,Shoes,Fashion,South,13698,2359
21-02-2024,Watch,Accessories,East,24658,1430
09-01-2024,Laptop,Electronics,North,8094,1617
12-06-2024,Smartwatch,Electronics,West,46825,3555
09-02-2024,Headphones,Electronics,North,17130,2606
26-02-2024,Shoes,Fashion,East,17814,2838
21-02-2024,Camera,Electronics,South,14374,986
15-02-2024,Camera,Electronics,North,36098,2055
09-01-2024,Sneakers,Fashion,South,59662,8265
14-01-2024,Headphones,Electronics,West,51272,3935
11-01-2024,Camera,Electronics,North,47748,4614
12-01-2024,Shoes,Fashion,South,5219,720
11-04-2024,Watch,Accessories,West,39027,2613
23-06-2024,Belt,Accessories,West,7674,1087
10-02-2024,Shoes,Fashion,West,20555,2036
21-01-2024,Bag,Accessories,East,47491,6477
02-01-2024,Shoes,Fashion,North,24434,2096
04-06-2024,Laptop,Electronics,South,53570,9383
16-03-2024,Phone,Electronics,North,44906,4219
10-01-2024,Belt,Accessories,North,35358,3343
11-03-2024,Bag,Accessories,South,22234,3712
24-03-2024,Shoes,Fashion,North,39605,3709
13-02-2024,Smartwatch,Electronics,East,41236,3812
16-04-2024,Phone,Electronics,South,6405,339
27-03-2024,Phone,Electronics,South,3929,455
30-05-2024,Watch,Accessories,North,47240,6676
13-03-2024,Phone,Electronics,North,50917,7829
20-02-2024,Shoes,Fashion,North,30452,3181
29-02-2024,Laptop,Electronics,South,38030,5198
24-03-2024,Bag,Accessories,South,52046,5009
20-04-2024,Watch,Accessories,South,48237,7785
14-02-2024,Watch,Accessories,North,9818,514
